Updated 11/13/2020,,,,,
,"This information is being made available to facilitate the sharing of the quality, improved data that the Center for Responsive Politics works hard to provide.   Should you find this information useful, please consider supporting the work of the Center with a donation:  http://www.opensecrets.org/donate/   Whether you use this information to provide relevant links to our web site, www.OpenSecrets.org , or to use CRP's APIs, available at www.OpenSecrets.org/resources/create/apis.php , please make sure to credit the Center for Responsive Politics and/or OpenSecrets.org.  And remember, Federal law prohibits the use of contributor information for the purpose of soliciting contributions or for any commercial purpose.",,,,
,,,,,
,,,,,
,,,,,
,CID,CRPName,Party,Office,FECCandID
,N00007665,"Abercrombie, Neil",D,HI01,H6HI01121
,N00001143,"Ackerman, Gary",D,NY05,H4NY07011
,N00003028,"Aderholt, Robert B",R,AL04,H6AL04098
,N00007653,"Akaka, Daniel K",D,HIS2,S0HI00084
,N00009677,"Akin, Todd",R,MO02,H0MO02148
,N00009888,"Alexander, Lamar",R,TNS2,S2TN00058
,N00025464,"Alexander, Rodney",R,LA05,H2LA05084
,N00009082,"Allard, Wayne",R,COS2,S6CO00168
,N00000469,"Allen, Tom H",D,ME01,S8ME00080
,N00027664,"Altmire, Jason",D,PA04,H6PA04110
,N00000826,"Andrews, Robert E",D,NJ01,H0NJ01066
,N00027890,"Arcuri, Mike",D,NY24,H6NY24128
,N00007089,"Baca, Joe",D,CA43,H6CA42099
,N00027493,"Bachmann, Michele",R,MN06,H6MN06074
,N00008091,"Bachus, Spencer",R,AL06,H2AL06035
,N00007936,"Baird, Brian",D,WA03,H6WA03135
,N00005407,"Baker, Richard",R,LA06,H6LA06083
,N00004367,"Baldwin, Tammy",D,WI02,H8WI00018
,N00006236,"Barrasso, John A",R,WYS1,S6WY00068
,N00013837,"Barrett, Gresham",R,SC03,H2SC03057
,N00026080,"Barrow, John",D,GA12,H4GA12010
,N00002017,"Bartlett, Roscoe G",R,MD06,H2MD06054
,N00005656,"Barton, Joe",R,TX06,H4TX06117
,N00004643,"Baucus, Max",D,MTS2,S8MT00010
,N00003762,"Bayh, Evan",D,INS2,S8IN00049
,N00024875,"Bean, Melissa",D,IL08,H2IL08088
,N00009774,"Becerra, Xavier",D,CA31,H2CA30143
,N00006347,"Bennett, Robert F",R,UTS2,S2UT00104
,N00009818,"Berkley, Shelley",D,NV01,H8NV01071
,N00008094,"Berman, Howard L",D,CA28,H2CA26026
,N00005455,"Berry, Marion",D,AR01,H6AR01072
,N00001669,"Biden, Joe",D,DES2,S8DE00012
,N00004762,"Biggert, Judy",R,IL13,H8IL13069
,N00006981,"Bilbray, Brian P",R,CA50,H4CA49032
,N00027462,"Bilirakis, Gus",R,FL09,H6FL09070
,N00006518,"Bingaman, Jeff",D,NMS1,S2NM00021
,N00025292,"Bishop, Rob",R,UT01,H2UT01094
,N00002674,"Bishop, Sanford",D,GA02,H2GA02031
,N00025413,"Bishop, Timothy H",D,NY01,H2NY01067
,N00003105,"Blackburn, Marsha",R,TN07,H2TN06030
,N00007727,"Blumenauer, Earl",D,OR03,H6OR03064
,N00005195,"Blunt, Roy",R,MO07,H6MO07128
,N00003675,"Boehner, John",R,OH08,H0OH08029
,N00005178,"Bond, Christopher ""Kit""",R,MOS1,S6MO00289
,N00025330,"Bonner, Jo",R,AL01,H2AL01077
,N00007068,"Bono Mack, Mary",R,CA45,H8CA44034
,N00013873,"Boozman, John",R,AR03,H2AR03176
,N00024866,"Bordallo, Madeleine Z",D,GU00,H2GU00033
,N00026481,"Boren, Dan",D,OK02,H4OK02089
,N00004208,"Boswell, Leonard",D,IA03,H6IA03144
,N00002171,"Boucher, Rick",D,VA09,H2VA09010
,N00026595,"Boustany, Charles Jr",R,LA07,H4LA07029
,N00006692,"Boxer, Barbara",D,CAS1,S2CA00286
,N00002743,"Boyd, Allen",D,FL02,H6FL00046
,N00026434,"Boyda, Nancy",D,KS02,H4KS02107
,N00005883,"Brady, Kevin",R,TX08,H6TX08100
,N00001619,"Brady, Robert A",D,PA01,H8PA01153
,N00027464,"Braley, Bruce",D,IA01,H6IA01098
,N00028986,"Broun, Paul",R,GA10,H8GA10049
,N00002713,"Brown, Corrine",D,FL03,H2FL03056
,N00002428,"Brown, Henry",R,SC01,H0SC01071
,N00003535,"Brown, Sherrod",D,OHS1,S6OH00163
,N00024777,"Brown-Waite, Ginny",R,FL05,H2FL05127
,N00005244,"Brownback, Sam",R,KSS2,S6KS00122
,N00027626,"Buchanan, Vernon",R,FL13,H6FL13148
,N00003437,"Bunning, Jim",R,KYS2,S8KY00118
,N00025219,"Burgess, Michael",R,TX26,H2TX26093
,N00002221,"Burr, Richard",R,NCS2,S4NC00089
,N00000010,"Burton, Dan",R,IN05,H2IN06023
,N00027035,"Butterfield, G K",D,NC01,H4NC01046
,N00003924,"Buyer, Steve",R,IN04,H2IN05025
,N00002200,"Byrd, Robert C",D,WVS1,S6WV00014
,N00007099,"Calvert, Ken",R,CA44,H2CA37023
,N00008086,"Camp, Dave",R,MI04,H0MI10071
,N00027565,"Campbell, John",R,CA48,H6CA48039
,N00006349,"Cannon, Chris",R,UT03,H6UT03042
,N00013131,"Cantor, Eric",R,VA07,H0VA07042
,N00007836,"Cantwell, Maria",D,WAS1,S8WA00194
,N00009771,"Capito, Shelley Moore",R,WV02,H0WV02138
,N00007232,"Capps, Lois",D,CA23,H8CA22089
,N00000267,"Capuano, Michael E",D,MA08,H8MA08071
,N00001955,"Cardin, Ben",D,MDS1,S6MD03177
,N00024874,"Cardoza, Dennis",D,CA18,H2CA18056
,N00005181,"Carnahan, Russ",D,MO03,H0MO00019
,N00027703,"Carney, Chris",D,PA10,H6PA10109
,N00012508,"Carper, Tom",D,DES1,S8DE00079
,N00029513,"Carson, Andre",D,IN07,H8IN07184
,N00003758,"Carson, Julia",D,IN07,H6IN10141
,N00025095,"Carter, John",R,TX31,H2TX31044
,N00027503,"Casey, Bob",D,PAS2,S6PA00217
,N00009775,"Castle, Michael N",R,DE01,H2DE00072
,N00027514,"Castor, Kathy",D,FL11,H6FL11126
,N00029680,"Cazayoux, Don",D,LA06,H8LA06022
,N00003689,"Chabot, Steve",R,OH01,H8OH01043
,N00002685,"Chambliss, Saxby",R,GAS1,S2GA00118
,N00026591,"Chandler, Ben",D,KY06,H4KY06072
,N00029692,"Childers, Travis",D,MS01,H8MS01061
,N00000133,"Christian-Christensen, Donna",D,VI00,H4VI00054
,N00026961,"Clarke, Yvette D",D,NY11,H4NY11138
,N00012460,"Clay, William L Jr",D,MO01,H0MO01066
,N00026790,"Cleaver, Emanuel",D,MO05,H4MO05234
,N00000019,"Clinton, Hillary",D,NYS1,S0NY00188
,N00002408,"Clyburn, James E",D,SC06,H2SC02042
,N00002247,"Coble, Howard",R,NC06,H4NC06011
,N00005601,"Coburn, Tom",R,OKS1,S4OK00174
,N00003328,"Cochran, Thad",R,MSS1,S8MS00055
,N00003225,"Cohen, Steve",D,TN09,H6TN09068
,N00025726,"Cole, Tom",R,OK04,H2OK04055
,N00013870,"Coleman, Norm",R,MNS1,S2MN00126
,N00000491,"Collins, Susan M",R,MES2,S6ME00159
,N00026041,"Conaway, Mike",R,TX11,H4TX19136
,N00004613,"Conrad, Kent",D,NDS2,S6ND00058
,N00004029,"Conyers, John Jr",D,MI14,H6MI01028
,N00003132,"Cooper, Jim",D,TN05,H2TN05131
,N00027441,"Corker, Bob",R,TNS1,S6TN00216
,N00024852,"Cornyn, John",R,TXS1,S2TX00106
,N00026341,"Costa, Jim",D,CA20,H4CA20082
,N00004956,"Costello, Jerry F",D,IL12,H8IL21021
,N00024842,"Courtney, Joe",D,CT02,H2CT02112
,N00002091,"Craig, Larry",R,IDS1,S0ID00057
,N00003042,"Cramer, Bud",D,AL05,H0AL05049
,N00006267,"Crapo, Mike",R,IDS2,S8ID00027
,N00012739,"Crenshaw, Ander ",R,FL04,H0FL04066
,N00001127,"Crowley, Joseph",D,NY07,H8NY07046
,N00006242,"Cubin, Barbara",R,WY01,H4WY00055
,N00024978,"Cuellar, Henry",D,TX28,H2TX23082
,N00009738,"Culberson, John",R,TX07,H0TX07055
,N00001971,"Cummings, Elijah E",D,MD07,H6MD07160
,N00009570,"Davis, Artur",D,AL07,H0AL07060
,N00004884,"Davis, Danny K",D,IL07,H4IL07037
,N00008758,"Davis, David",R,TN01,H6TN01313
,N00024862,"Davis, Geoff",R,KY04,H2KY04071
,N00013078,"Davis, Jo Ann",R,VA01,H0VA01052
,N00003264,"Davis, Lincoln",D,TN04,H4TN06051
,N00009604,"Davis, Susan",D,CA53,H0CA49055
,N00002045,"Davis, Tom",R,VA11,H4VA11020
,N00002610,"Deal, Nathan",R,GA09,H2GA09036
,N00007781,"DeFazio, Peter",D,OR04,H6OR04047
,N00006134,"DeGette, Diana",D,CO01,H6CO01141
,N00000280,"Delahunt, Bill",D,MA10,H2MA11060
,N00000615,"DeLauro, Rosa L",D,CT03,H0CT03072
,N00002472,"DeMint, Jim",R,SCS1,S4SC00083
,N00026171,"Dent, Charlie",R,PA15,H4PA15087
,N00002872,"Diaz-Balart, Lincoln",R,FL21,H2FL19037
,N00025337,"Diaz-Balart, Mario",R,FL25,H2FL25018
,N00007918,"Dicks, Norm",D,WA06,H6WA06021
,N00001783,"Dingell, John D",D,MI15,H6MI16034
,N00000581,"Dodd, Chris",D,CTS2,S0CT00037
,N00006023,"Doggett, Lloyd",D,TX25,H4TX10028
,N00008071,"Dole, Elizabeth",R,NCS1,S2NC00083
,N00006515,"Domenici, Pete V",R,NMS2,S8NM00010
,N00026586,"Donnelly, Joe",D,IN02,H4IN02101
,N00007556,"Doolittle, John T",R,CA04,H0CA14042
,N00004615,"Dorgan, Byron L",D,NDS1,S2ND00040
,N00001373,"Doyle, Mike",D,PA14,H4PA18131
,N00027281,"Drake, Thelma",R,VA02,H4VA02037
,N00006932,"Dreier, David",R,CA26,H8CA35032
,N00003209,"Duncan, John J Jr",R,TN02,H8TN02069
,N00004981,"Durbin, Dick",D,ILS1,S6IL00151
,N00005794,"Edwards, Chet",D,TX17,H8TX06035
,N00028249,"Edwards, Donna",D,MD04,H6MD04183
,N00004166,"Ehlers, Vernon J",R,MI03,H4MI03045
,N00028257,"Ellison, Keith",D,MN05,H6MN05183
,N00027575,"Ellsworth, Brad",D,IN08,H6IN08210
,N00024813,"Emanuel, Rahm",D,IL05,H2IL05092
,N00005090,"Emerson, Jo Ann",R,MO08,H6MO08084
,N00001003,"Engel, Eliot",D,NY17,H8NY19058
,N00001427,"English, Phil",R,PA03,H4PA21051
,N00006619,"Ensign, John",R,NVS1,S8NV00073
,N00006249,"Enzi, Mike",R,WYS2,S6WY00126
,N00007335,"Eshoo, Anna",D,CA14,H8CA12098
,N00002269,"Etheridge, Bob",D,NC02,H6NC02080
,N00003083,"Everett, Terry",R,AL02,H2AL02067
,N00007632,"Faleomavaega, Eni F H",D,AS00,H0AS00018
,N00027781,"Fallin, Mary",R,OK05,H6OK05160
,N00007312,"Farr, Sam",D,CA17,H4CA17021
,N00001746,"Fattah, Chaka",D,PA02,H2PA02055
,N00024851,"Feeney, Tom",R,FL24,H2FL00250
,N00000036,"Feingold, Russ",D,WIS2,S8WI00026
,N00007364,"Feinstein, Dianne",D,CAS2,S0CA00199
,N00000766,"Ferguson, Mike",R,NJ07,H8NJ06118
,N00007033,"Filner, Bob",D,CA51,H2CA50034
,N00009573,"Flake, Jeff",R,AZ06,H0AZ01184
,N00013799,"Forbes, Randy",R,VA04,H2VA04052
,N00026631,"Fortenberry, Jeff",R,NE01,H4NE01064
,N00026264,"Fortuno, Luis",R,PR00,H4PR00079
,N00000983,"Fossella, Vito",R,NY13,H8NY13028
,N00029139,"Foster, Bill",D,IL14,H8IL14067
,N00026166,"Foxx, Virginia",R,NC05,H4NC05146
,N00000275,"Frank, Barney",D,MA04,H0MA04036
,N00006423,"Franks, Trent",R,AZ02,H4AZ04024
,N00000684,"Frelinghuysen, Rodney",R,NJ11,H2NJ05014
,N00007231,"Gallegly, Elton",R,CA24,H6CA21028
,N00000743,"Garrett, Scott",R,NJ05,H8NJ05052
,N00025025,"Gerlach, Jim",R,PA06,H2PA06114
,N00027829,"Giffords, Gabrielle",D,AZ08,H6AZ08038
,N00002012,"Gilchrest, Wayne T",R,MD01,H8MD01037
,N00027658,"Gillibrand, Kirsten",D,NY20,H6NY20167
,N00003660,"Gillmor, Paul E",R,OH05,H8OH05044
,N00024760,"Gingrey, Phil",R,GA11,H2GA11149
,N00026148,"Gohmert, Louis B Jr",R,TX01,H4TX04039
,N00005960,"Gonzalez, Charlie A",D,TX20,H8TX20077
,N00002167,"Goode, Virgil",R,VA05,H6VA05068
,N00009154,"Goodlatte, Bob",R,VA06,H2VA06115
,N00003126,"Gordon, Bart",D,TN06,H4TN04015
,N00009975,"Graham, Lindsey",R,SCS2,S0SC00149
,N00008799,"Granger, Kay",R,TX12,H6TX12060
,N00001758,"Grassley, Chuck",R,IAS1,S0IA00028
,N00013323,"Graves, Sam",R,MO06,H0MO06073
,N00026686,"Green, Al",D,TX09,H4TX09095
,N00005870,"Green, Gene",D,TX29,H2TX29030
,N00000444,"Gregg, Judd",R,NHS1,S2NH00025
,N00025284,"Grijalva, Raul M",D,AZ07,H2AZ07070
,N00004874,"Gutierrez, Luis V",D,IL04,H2IL08039
,N00005301,"Hagel, Chuck",R,NES2,S6NE00087
,N00027888,"Hall, John",D,NY19,H6NY19144
,N00005645,"Hall, Ralph",R,TX04,H0TX04037
,N00028234,"Hare, Phil",D,IL17,H6IL17155
,N00004207,"Harkin, Tom",D,IAS2,S4IA00020
,N00006750,"Harman, Jane",D,CA36,H2CA27107
,N00004781,"Hastert, Dennis",R,IL14,H6IL14095
,N00002884,"Hastings, Alcee L",D,FL23,H2FL23021
,N00009157,"Hastings, Doc",R,WA04,H2WA04041
,N00009869,"Hatch, Orrin G",R,UTS1,S6UT00063
,N00002315,"Hayes, Robin",R,NC08,H8NC08042
,N00027522,"Heller, Dean",R,NV02,H6NV02164
,N00024922,"Hensarling, Jeb",R,TX05,H2TX05121
,N00007584,"Herger, Wally",R,CA02,H6CA02010
,N00024773,"Herseth Sandlin, Stephanie",D,SD01,H2SD00092
,N00027060,"Higgins, Brian M",D,NY27,H4NY27076
,N00003875,"Hill, Baron",D,IN09,H8IN09032
,N00001222,"Hinchey, Maurice",D,NY22,H2NY26080
,N00006008,"Hinojosa, Ruben",D,TX15,H6TX15055
,N00028139,"Hirono, Mazie K",D,HI02,H6HI02251
,N00003725,"Hobson, Dave",R,OH07,H0OH07021
,N00027048,"Hodes, Paul W",D,NH02,H4NH02175
,N00004155,"Hoekstra, Peter",R,MI02,H2MI02066
,N00001469,"Holden, Tim",D,PA17,H2PA06080
,N00000860,"Holt, Rush",D,NJ12,H6NJ12144
,N00012611,"Honda, Mike",D,CA15,H0CA15148
,N00007700,"Hooley, Darlene",D,OR05,H6OR05069
,N00001821,"Hoyer, Steny H",D,MD05,H2MD05155
,N00008032,"Hulshof, Kenny",R,MO09,H4MO09046
,N00006983,"Hunter, Duncan",R,CA52,P80003395
,N00005675,"Hutchison, Kay Bailey",R,TXS2,S4TX00086
,N00002460,"Inglis, Bob",R,SC04,H2SC04022
,N00005582,"Inhofe, James M",R,OKS2,S4OK00083
,N00001762,"Inouye, Daniel K",D,HIS1,S4HI00011
,N00001725,"Inslee, Jay",D,WA01,H2WA04090
,N00002593,"Isakson, Johnny",R,GAS2,S6GA00119
,N00013345,"Israel, Steve",D,NY02,H0NY02085
,N00007017,"Issa, Darrell",R,CA49,H0CA48024
,N00005818,"Jackson Lee, Sheila",D,TX18,H4TX18054
,N00012457,"Jackson, Jesse Jr",D,IL02,H6IL02124
,N00005353,"Jefferson, William J",D,LA02,H0LA02119
,N00026786,"Jindal, Bobby",R,LA01,H4LA00016
,N00008122,"Johnson, Eddie Bernice",D,TX30,H2TX00015
,N00027848,"Johnson, Hank",D,GA04,H6GA04129
,N00008028,"Johnson, Sam",R,TX03,H2TX03118
,N00010084,"Johnson, Tim",D,SDS2,S6SD00051
,N00012890,"Johnson, Timothy",R,IL15,H0IL15053
,N00003561,"Jones, Stephanie Tubbs",D,OH11,H8OH11067
,N00002299,"Jones, Walter B Jr",R,NC03,H2NC01081
,N00027894,"Jordan, Jim",R,OH04,H6OH04082
,N00027618,"Kagen, Steve",D,WI08,H6WI08122
,N00001509,"Kanjorski, Paul E",D,PA11,H0PA11050
,N00003522,"Kaptur, Marcy",D,OH09,H2OH09031
